Manufacturer,Model Year,Regulatory Class,Real-World MPG,Real-World MPG_City,Real-World MPG_Hwy,Real-World CO2 (g/mi),Real-World CO2_City (g/mi),Real-World CO2_Hwy (g/mi),Weight (lbs),Horsepower (HP),Footprint (sq. ft.)
"VW","2008","All","21.85388","18.13391","25.85506","406.68627","490.11254","343.75066","3890.292","223.2733","44.36196"
"VW","2009","All","23.37598","19.64346","27.28744","385.08841","458.21293","329.92431","3804.950","207.6038","44.19629"
"VW","2010","All","24.65528","20.82782","28.62335","367.80462","435.47869","316.75225","3774.450","202.8952","44.42946"
"VW","2011","All","25.32125","21.44957","29.31269","357.79839","422.37872","309.07990","3854.559","208.6673","45.30506"
"VW","2012","All","25.78394","21.78576","29.92728","350.88910","415.25358","302.33343","3767.171","204.7133","45.60213"
"VW","2013","All","25.88618","21.87145","30.04694","350.33689","414.60346","301.85509","3778.568","203.7300","45.75716"
"VW","2014","All","26.08121","21.95964","30.38316","348.36734","413.71580","299.06938","3841.110","211.1334","46.28774"
"VW","2015","All","26.61359","22.32229","31.12792","339.36404","404.70452","290.07209","3852.354","211.3425","46.04226"
"VW","2016","All","26.54602","22.35808","30.91440","334.26387","396.99268","286.94214","3893.763","220.4849","45.92706"
"VW","2017","All","26.37891","22.36375","30.51143","336.30364","396.62462","290.79834","3897.040","225.4872","46.28707"
"VW","2018","All","24.59511","21.13606","28.05933","360.91983","419.86644","316.45120","4168.242","250.7879","48.40549"
"VW","2019","All","26.12946","22.33742","29.96725","337.76141","395.46432","294.23114","4141.385","235.5291","48.22647"
"VW","2020","All","24.91724","21.42046","28.41676","354.08929","411.91414","310.46703","4144.084","240.9033","48.08672"
"VW","2021","All","24.72024","21.46116","27.91861","352.49487","406.89859","311.45347","4394.182","269.1716","49.55366"
"VW","2022","All","26.05278","22.54068","29.52298","332.61247","385.64771","292.60343","4302.086","260.9631","48.61317"
"VW","2023","All","27.04400","23.53261","30.47434","316.58742","365.89496","279.39051","4361.105","263.4194","48.80510"
"VW","Prelim. 2024","All","27.89443","24.14961","31.58983","304.79575","354.35407","267.40965","4321.014","258.5854","49.15262"
